2013 Federal Election - Senate Senate First Preferences By Polling Place [Event:17496 Generated:2013-11-18T16:00:01]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", C,25156,0,"C TICKET VOTES","Stable Population Party",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", C,23375,1,"MILES, Jim","Stable Population Party",1
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",2
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",1
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",37
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",4
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",27
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",2
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", G,25165,0,"G TICKET VOTES","Sex Party",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",1
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", G,24962,2,"RANDALL, Tracey Lee","Sex Party",1
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",1
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", I,25154,0,"I TICKET VOTES","Shooters and Fishers",4
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", K,25164,0,"K TICKET VOTES","Australian Greens",5
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", K,24888,1,"WILLIAMS, Warren H","Australian Greens",2
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", K,24892,2,"BRAND, Michael","Australian Greens",1
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", L,25159,0,"L TICKET VOTES","Australian Independents",1
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", L,23959,1,"WALCOTT, Phil","Australian Independents",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,307,"Solomon",34135,"Divisional Office (PREPOLL)",ZZ,0,99,"INFORMAL"," ",2
NT,307,"Solomon",8725,"Driver", A,25162,0,"A TICKET VOTES","Palmer United Party",180
NT,307,"Solomon",8725,"Driver", A,24499,1,"TE WAKE, Douglas","Palmer United Party",9
NT,307,"Solomon",8725,"Driver", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",4
NT,307,"Solomon",8725,"Driver", B,25160,0,"B TICKET VOTES","Uniting Australia Party",4
NT,307,"Solomon",8725,"Driver", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,307,"Solomon",8725,"Driver", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,307,"Solomon",8725,"Driver", C,25156,0,"C TICKET VOTES","Stable Population Party",1
NT,307,"Solomon",8725,"Driver", C,23375,1,"MILES, Jim","Stable Population Party",1
NT,307,"Solomon",8725,"Driver", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,307,"Solomon",8725,"Driver", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",28
NT,307,"Solomon",8725,"Driver", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",4
NT,307,"Solomon",8725,"Driver", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,307,"Solomon",8725,"Driver", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",862
NT,307,"Solomon",8725,"Driver", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",27
NT,307,"Solomon",8725,"Driver", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",9
NT,307,"Solomon",8725,"Driver", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",585
NT,307,"Solomon",8725,"Driver", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",22
NT,307,"Solomon",8725,"Driver", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",9
NT,307,"Solomon",8725,"Driver", G,25165,0,"G TICKET VOTES","Sex Party",60
NT,307,"Solomon",8725,"Driver", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",5
NT,307,"Solomon",8725,"Driver", G,24962,2,"RANDALL, Tracey Lee","Sex Party",1
NT,307,"Solomon",8725,"Driver", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",4
NT,307,"Solomon",8725,"Driver", H,23300,1,"WORK, Vernon","Citizens Electoral Council",1
NT,307,"Solomon",8725,"Driver", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,307,"Solomon",8725,"Driver", I,25154,0,"I TICKET VOTES","Shooters and Fishers",59
NT,307,"Solomon",8725,"Driver", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",5
NT,307,"Solomon",8725,"Driver", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,307,"Solomon",8725,"Driver", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",13
NT,307,"Solomon",8725,"Driver", J,24726,1,"PILE, Jan","Rise Up Australia Party",2
NT,307,"Solomon",8725,"Driver", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,307,"Solomon",8725,"Driver", K,25164,0,"K TICKET VOTES","Australian Greens",79
NT,307,"Solomon",8725,"Driver", K,24888,1,"WILLIAMS, Warren H","Australian Greens",20
NT,307,"Solomon",8725,"Driver", K,24892,2,"BRAND, Michael","Australian Greens",4
NT,307,"Solomon",8725,"Driver", L,25159,0,"L TICKET VOTES","Australian Independents",22
NT,307,"Solomon",8725,"Driver", L,23959,1,"WALCOTT, Phil","Australian Independents",1
NT,307,"Solomon",8725,"Driver", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,307,"Solomon",8725,"Driver",ZZ,0,99,"INFORMAL"," ",65
NT,307,"Solomon",32595,"Durack", A,25162,0,"A TICKET VOTES","Palmer United Party",132
NT,307,"Solomon",32595,"Durack", A,24499,1,"TE WAKE, Douglas","Palmer United Party",15
NT,307,"Solomon",32595,"Durack", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,307,"Solomon",32595,"Durack", B,25160,0,"B TICKET VOTES","Uniting Australia Party",9
NT,307,"Solomon",32595,"Durack", B,23793,1,"BELL, Gary","Uniting Australia Party",1
NT,307,"Solomon",32595,"Durack", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,307,"Solomon",32595,"Durack", C,25156,0,"C TICKET VOTES","Stable Population Party",4
NT,307,"Solomon",32595,"Durack", C,23375,1,"MILES, Jim","Stable Population Party",2
NT,307,"Solomon",32595,"Durack", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,307,"Solomon",32595,"Durack", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",8
NT,307,"Solomon",32595,"Durack", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",0
NT,307,"Solomon",32595,"Durack", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,307,"Solomon",32595,"Durack", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",799
NT,307,"Solomon",32595,"Durack", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",39
NT,307,"Solomon",32595,"Durack", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",7
NT,307,"Solomon",32595,"Durack", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",365
NT,307,"Solomon",32595,"Durack", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",15
NT,307,"Solomon",32595,"Durack", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",15
NT,307,"Solomon",32595,"Durack", G,25165,0,"G TICKET VOTES","Sex Party",40
NT,307,"Solomon",32595,"Durack", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",3
NT,307,"Solomon",32595,"Durack", G,24962,2,"RANDALL, Tracey Lee","Sex Party",2
NT,307,"Solomon",32595,"Durack", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",3
NT,307,"Solomon",32595,"Durack", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,307,"Solomon",32595,"Durack", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,307,"Solomon",32595,"Durack", I,25154,0,"I TICKET VOTES","Shooters and Fishers",28
NT,307,"Solomon",32595,"Durack", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",6
NT,307,"Solomon",32595,"Durack", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,307,"Solomon",32595,"Durack", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",6
NT,307,"Solomon",32595,"Durack", J,24726,1,"PILE, Jan","Rise Up Australia Party",0
NT,307,"Solomon",32595,"Durack", J,24731,2,"COX, Michael","Rise Up Australia Party",1
NT,307,"Solomon",32595,"Durack", K,25164,0,"K TICKET VOTES","Australian Greens",50
NT,307,"Solomon",32595,"Durack", K,24888,1,"WILLIAMS, Warren H","Australian Greens",12
NT,307,"Solomon",32595,"Durack", K,24892,2,"BRAND, Michael","Australian Greens",4
NT,307,"Solomon",32595,"Durack", L,25159,0,"L TICKET VOTES","Australian Independents",9
NT,307,"Solomon",32595,"Durack", L,23959,1,"WALCOTT, Phil","Australian Independents",3
NT,307,"Solomon",32595,"Durack", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,307,"Solomon",32595,"Durack",ZZ,0,99,"INFORMAL"," ",39
NT,307,"Solomon",8887,"Gray", A,25162,0,"A TICKET VOTES","Palmer United Party",124
NT,307,"Solomon",8887,"Gray", A,24499,1,"TE WAKE, Douglas","Palmer United Party",12
NT,307,"Solomon",8887,"Gray", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",2
NT,307,"Solomon",8887,"Gray", B,25160,0,"B TICKET VOTES","Uniting Australia Party",5
NT,307,"Solomon",8887,"Gray", B,23793,1,"BELL, Gary","Uniting Australia Party",1
NT,307,"Solomon",8887,"Gray", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,307,"Solomon",8887,"Gray", C,25156,0,"C TICKET VOTES","Stable Population Party",2
NT,307,"Solomon",8887,"Gray", C,23375,1,"MILES, Jim","Stable Population Party",1
NT,307,"Solomon",8887,"Gray", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,307,"Solomon",8887,"Gray", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",7
NT,307,"Solomon",8887,"Gray", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",1
NT,307,"Solomon",8887,"Gray", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",1
NT,307,"Solomon",8887,"Gray", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",525
NT,307,"Solomon",8887,"Gray", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",18
NT,307,"Solomon",8887,"Gray", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",4
NT,307,"Solomon",8887,"Gray", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",437
NT,307,"Solomon",8887,"Gray", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",19
NT,307,"Solomon",8887,"Gray", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",7
NT,307,"Solomon",8887,"Gray", G,25165,0,"G TICKET VOTES","Sex Party",38
NT,307,"Solomon",8887,"Gray", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",1
NT,307,"Solomon",8887,"Gray", G,24962,2,"RANDALL, Tracey Lee","Sex Party",2
NT,307,"Solomon",8887,"Gray", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",4
NT,307,"Solomon",8887,"Gray", H,23300,1,"WORK, Vernon","Citizens Electoral Council",4
NT,307,"Solomon",8887,"Gray", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,307,"Solomon",8887,"Gray", I,25154,0,"I TICKET VOTES","Shooters and Fishers",43
NT,307,"Solomon",8887,"Gray", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",5
NT,307,"Solomon",8887,"Gray", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,307,"Solomon",8887,"Gray", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",7
NT,307,"Solomon",8887,"Gray", J,24726,1,"PILE, Jan","Rise Up Australia Party",1
NT,307,"Solomon",8887,"Gray", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,307,"Solomon",8887,"Gray", K,25164,0,"K TICKET VOTES","Australian Greens",62
NT,307,"Solomon",8887,"Gray", K,24888,1,"WILLIAMS, Warren H","Australian Greens",7
NT,307,"Solomon",8887,"Gray", K,24892,2,"BRAND, Michael","Australian Greens",4
NT,307,"Solomon",8887,"Gray", L,25159,0,"L TICKET VOTES","Australian Independents",18
NT,307,"Solomon",8887,"Gray", L,23959,1,"WALCOTT, Phil","Australian Independents",2
NT,307,"Solomon",8887,"Gray", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,307,"Solomon",8887,"Gray",ZZ,0,99,"INFORMAL"," ",47
NT,307,"Solomon",8716,"Karama", A,25162,0,"A TICKET VOTES","Palmer United Party",102
NT,307,"Solomon",8716,"Karama", A,24499,1,"TE WAKE, Douglas","Palmer United Party",12
NT,307,"Solomon",8716,"Karama", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,307,"Solomon",8716,"Karama", B,25160,0,"B TICKET VOTES","Uniting Australia Party",14
NT,307,"Solomon",8716,"Karama", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,307,"Solomon",8716,"Karama", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,307,"Solomon",8716,"Karama", C,25156,0,"C TICKET VOTES","Stable Population Party",5
NT,307,"Solomon",8716,"Karama", C,23375,1,"MILES, Jim","Stable Population Party",2
NT,307,"Solomon",8716,"Karama", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,307,"Solomon",8716,"Karama", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",8
NT,307,"Solomon",8716,"Karama", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",6
NT,307,"Solomon",8716,"Karama", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,307,"Solomon",8716,"Karama", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",679
NT,307,"Solomon",8716,"Karama", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",46
NT,307,"Solomon",8716,"Karama", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",5
NT,307,"Solomon",8716,"Karama", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",910
NT,307,"Solomon",8716,"Karama", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",33
NT,307,"Solomon",8716,"Karama", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",14
NT,307,"Solomon",8716,"Karama", G,25165,0,"G TICKET VOTES","Sex Party",38
NT,307,"Solomon",8716,"Karama", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",5
NT,307,"Solomon",8716,"Karama", G,24962,2,"RANDALL, Tracey Lee","Sex Party",1
NT,307,"Solomon",8716,"Karama", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",3
NT,307,"Solomon",8716,"Karama", H,23300,1,"WORK, Vernon","Citizens Electoral Council",1
NT,307,"Solomon",8716,"Karama", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,307,"Solomon",8716,"Karama", I,25154,0,"I TICKET VOTES","Shooters and Fishers",22
NT,307,"Solomon",8716,"Karama", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",4
NT,307,"Solomon",8716,"Karama", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,307,"Solomon",8716,"Karama", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",12
NT,307,"Solomon",8716,"Karama", J,24726,1,"PILE, Jan","Rise Up Australia Party",5
NT,307,"Solomon",8716,"Karama", J,24731,2,"COX, Michael","Rise Up Australia Party",3
NT,307,"Solomon",8716,"Karama", K,25164,0,"K TICKET VOTES","Australian Greens",103
NT,307,"Solomon",8716,"Karama", K,24888,1,"WILLIAMS, Warren H","Australian Greens",19
NT,307,"Solomon",8716,"Karama", K,24892,2,"BRAND, Michael","Australian Greens",3
NT,307,"Solomon",8716,"Karama", L,25159,0,"L TICKET VOTES","Australian Independents",11
NT,307,"Solomon",8716,"Karama", L,23959,1,"WALCOTT, Phil","Australian Independents",2
NT,307,"Solomon",8716,"Karama", L,23962,2,"FUTCHER, Lisa","Australian Independents",0
NT,307,"Solomon",8716,"Karama",ZZ,0,99,"INFORMAL"," ",68
NT,307,"Solomon",38315,"Karama East", A,25162,0,"A TICKET VOTES","Palmer United Party",46
NT,307,"Solomon",38315,"Karama East", A,24499,1,"TE WAKE, Douglas","Palmer United Party",8
NT,307,"Solomon",38315,"Karama East", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,307,"Solomon",38315,"Karama East", B,25160,0,"B TICKET VOTES","Uniting Australia Party",8
NT,307,"Solomon",38315,"Karama East", B,23793,1,"BELL, Gary","Uniting Australia Party",0
NT,307,"Solomon",38315,"Karama East", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,307,"Solomon",38315,"Karama East", C,25156,0,"C TICKET VOTES","Stable Population Party",3
NT,307,"Solomon",38315,"Karama East", C,23375,1,"MILES, Jim","Stable Population Party",2
NT,307,"Solomon",38315,"Karama East", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,307,"Solomon",38315,"Karama East", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",7
NT,307,"Solomon",38315,"Karama East", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",1
NT,307,"Solomon",38315,"Karama East", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,307,"Solomon",38315,"Karama East", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",267
NT,307,"Solomon",38315,"Karama East", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",16
NT,307,"Solomon",38315,"Karama East", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",3
NT,307,"Solomon",38315,"Karama East", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",377
NT,307,"Solomon",38315,"Karama East", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",11
NT,307,"Solomon",38315,"Karama East", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",9
NT,307,"Solomon",38315,"Karama East", G,25165,0,"G TICKET VOTES","Sex Party",27
NT,307,"Solomon",38315,"Karama East", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",4
NT,307,"Solomon",38315,"Karama East", G,24962,2,"RANDALL, Tracey Lee","Sex Party",1
NT,307,"Solomon",38315,"Karama East", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,307,"Solomon",38315,"Karama East", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,307,"Solomon",38315,"Karama East", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,307,"Solomon",38315,"Karama East", I,25154,0,"I TICKET VOTES","Shooters and Fishers",18
NT,307,"Solomon",38315,"Karama East", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",3
NT,307,"Solomon",38315,"Karama East", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",1
NT,307,"Solomon",38315,"Karama East", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",5
NT,307,"Solomon",38315,"Karama East", J,24726,1,"PILE, Jan","Rise Up Australia Party",2
NT,307,"Solomon",38315,"Karama East", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,307,"Solomon",38315,"Karama East", K,25164,0,"K TICKET VOTES","Australian Greens",40
NT,307,"Solomon",38315,"Karama East", K,24888,1,"WILLIAMS, Warren H","Australian Greens",6
NT,307,"Solomon",38315,"Karama East", K,24892,2,"BRAND, Michael","Australian Greens",2
NT,307,"Solomon",38315,"Karama East", L,25159,0,"L TICKET VOTES","Australian Independents",2
NT,307,"Solomon",38315,"Karama East", L,23959,1,"WALCOTT, Phil","Australian Independents",1
NT,307,"Solomon",38315,"Karama East", L,23962,2,"FUTCHER, Lisa","Australian Independents",2
NT,307,"Solomon",38315,"Karama East",ZZ,0,99,"INFORMAL"," ",32
NT,307,"Solomon",8718,"Larrakeyah", A,25162,0,"A TICKET VOTES","Palmer United Party",50
NT,307,"Solomon",8718,"Larrakeyah", A,24499,1,"TE WAKE, Douglas","Palmer United Party",3
NT,307,"Solomon",8718,"Larrakeyah", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",2
NT,307,"Solomon",8718,"Larrakeyah", B,25160,0,"B TICKET VOTES","Uniting Australia Party",1
NT,307,"Solomon",8718,"Larrakeyah", B,23793,1,"BELL, Gary","Uniting Australia Party",1
NT,307,"Solomon",8718,"Larrakeyah", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,307,"Solomon",8718,"Larrakeyah", C,25156,0,"C TICKET VOTES","Stable Population Party",3
NT,307,"Solomon",8718,"Larrakeyah", C,23375,1,"MILES, Jim","Stable Population Party",1
NT,307,"Solomon",8718,"Larrakeyah", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,307,"Solomon",8718,"Larrakeyah", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",1
NT,307,"Solomon",8718,"Larrakeyah", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",3
NT,307,"Solomon",8718,"Larrakeyah", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,307,"Solomon",8718,"Larrakeyah", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",584
NT,307,"Solomon",8718,"Larrakeyah", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",29
NT,307,"Solomon",8718,"Larrakeyah", E,23514,2,"FAZLDEEN, Linda","Country Liberals (NT)",8
NT,307,"Solomon",8718,"Larrakeyah", F,25157,0,"F TICKET VOTES","Australian Labor Party (Northern Territory) Branch",267
NT,307,"Solomon",8718,"Larrakeyah", F,23498,1,"PERIS, Nova","Australian Labor Party (Northern Territory) Branch",12
NT,307,"Solomon",8718,"Larrakeyah", F,23503,2,"FOLEY, Rowan","Australian Labor Party (Northern Territory) Branch",11
NT,307,"Solomon",8718,"Larrakeyah", G,25165,0,"G TICKET VOTES","Sex Party",13
NT,307,"Solomon",8718,"Larrakeyah", G,24958,1,"EDWARDS, Joanne Louise","Sex Party",5
NT,307,"Solomon",8718,"Larrakeyah", G,24962,2,"RANDALL, Tracey Lee","Sex Party",0
NT,307,"Solomon",8718,"Larrakeyah", H,25155,0,"H TICKET VOTES","Citizens Electoral Council",0
NT,307,"Solomon",8718,"Larrakeyah", H,23300,1,"WORK, Vernon","Citizens Electoral Council",0
NT,307,"Solomon",8718,"Larrakeyah", H,23353,2,"STANKOVIC, Mile","Citizens Electoral Council",0
NT,307,"Solomon",8718,"Larrakeyah", I,25154,0,"I TICKET VOTES","Shooters and Fishers",15
NT,307,"Solomon",8718,"Larrakeyah", I,23588,1,"GRAHAM, Matt","Shooters and Fishers",1
NT,307,"Solomon",8718,"Larrakeyah", I,23589,2,"RIGHTON, Christopher James","Shooters and Fishers",0
NT,307,"Solomon",8718,"Larrakeyah", J,25163,0,"J TICKET VOTES","Rise Up Australia Party",2
NT,307,"Solomon",8718,"Larrakeyah", J,24726,1,"PILE, Jan","Rise Up Australia Party",1
NT,307,"Solomon",8718,"Larrakeyah", J,24731,2,"COX, Michael","Rise Up Australia Party",0
NT,307,"Solomon",8718,"Larrakeyah", K,25164,0,"K TICKET VOTES","Australian Greens",69
NT,307,"Solomon",8718,"Larrakeyah", K,24888,1,"WILLIAMS, Warren H","Australian Greens",24
NT,307,"Solomon",8718,"Larrakeyah", K,24892,2,"BRAND, Michael","Australian Greens",3
NT,307,"Solomon",8718,"Larrakeyah", L,25159,0,"L TICKET VOTES","Australian Independents",5
NT,307,"Solomon",8718,"Larrakeyah", L,23959,1,"WALCOTT, Phil","Australian Independents",2
NT,307,"Solomon",8718,"Larrakeyah", L,23962,2,"FUTCHER, Lisa","Australian Independents",1
NT,307,"Solomon",8718,"Larrakeyah",ZZ,0,99,"INFORMAL"," ",22
NT,307,"Solomon",8719,"Leanyer", A,25162,0,"A TICKET VOTES","Palmer United Party",122
NT,307,"Solomon",8719,"Leanyer", A,24499,1,"TE WAKE, Douglas","Palmer United Party",13
NT,307,"Solomon",8719,"Leanyer", A,24500,2,"McCABE, John Brian Douglas","Palmer United Party",1
NT,307,"Solomon",8719,"Leanyer", B,25160,0,"B TICKET VOTES","Uniting Australia Party",6
NT,307,"Solomon",8719,"Leanyer", B,23793,1,"BELL, Gary","Uniting Australia Party",2
NT,307,"Solomon",8719,"Leanyer", B,23797,2,"WATT, Kathryn","Uniting Australia Party",0
NT,307,"Solomon",8719,"Leanyer", C,25156,0,"C TICKET VOTES","Stable Population Party",4
NT,307,"Solomon",8719,"Leanyer", C,23375,1,"MILES, Jim","Stable Population Party",0
NT,307,"Solomon",8719,"Leanyer", C,23423,2,"RUSSELL, Mark","Stable Population Party",0
NT,307,"Solomon",8719,"Leanyer", D,25161,0,"D TICKET VOTES","A.F.N.P.P.",6
NT,307,"Solomon",8719,"Leanyer", D,24015,1,"KUNOTH-MONKS, Rosalie","A.F.N.P.P.",1
NT,307,"Solomon",8719,"Leanyer", D,24020,2,"GADAMBUA, Jeannie","A.F.N.P.P.",0
NT,307,"Solomon",8719,"Leanyer", E,25158,0,"E TICKET VOTES","Country Liberals (NT)",755
NT,307,"Solomon",8719,"Leanyer", E,23513,1,"SCULLION, Nigel","Country Liberals (NT)",45
